pair,year,a,b,c,d,label
ACETAMINOPHEN AND CODEINE|TREATMENT FAILURE,2024,5,351,1612,450270,1
ACETAMINOPHEN AND CODEINE|TREATMENT FAILURE,2025,19,1582,5966,1551562,1
ACETAMINOPHEN\CODEINE PHOSPHATE|BURNING SENSATION,2024,95,1423,1712,449008,0
ACETAMINOPHEN\CODEINE PHOSPHATE|BURNING SENSATION,2025,0,983,395,1557751,0
ACETAMINOPHEN\CODEINE PHOSPHATE|CHEST PAIN,2024,80,1438,2651,448069,1
ACETAMINOPHEN\CODEINE PHOSPHATE|CHEST PAIN,2025,11,972,5682,1552464,1
ACETAMINOPHEN\CODEINE PHOSPHATE|DRUG INEFFECTIVE,2024,70,1448,4764,445956,0
ACETAMINOPHEN\CODEINE PHOSPHATE|DRUG INEFFECTIVE,2025,0,983,17867,1540279,0
ACETAMINOPHEN\CODEINE PHOSPHATE|HYPERTENSION,2024,122,1396,4794,445926,0
ACETAMINOPHEN\CODEINE PHOSPHATE|HYPERTENSION,2025,4,979,8694,1549452,0
ACETAMINOPHEN\CODEINE PHOSPHATE|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2024,17,1501,1693,449027,1
ACETAMINOPHEN\CODEINE PHOSPHATE|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2025,7,976,4467,1553679,1
ACETAMINOPHEN\CODEINE PHOSPHATE|PRURITUS,2024,82,1436,4105,446615,0
ACETAMINOPHEN\CODEINE PHOSPHATE|PRURITUS,2025,4,979,8611,1549535,0
ACETAMINOPHEN\CODEINE PHOSPHATE|PRURITUS GENITAL,2024,39,1479,1054,449666,0
ACETAMINOPHEN\CODEINE PHOSPHATE|PRURITUS GENITAL,2025,0,983,44,1558102,0
ACETAMINOPHEN\CODEINE PHOSPHATE|RASH,2024,82,1436,4108,446612,0
ACETAMINOPHEN\CODEINE PHOSPHATE|RASH,2025,3,980,10278,1547868,0
ACETAMINOPHEN\CODEINE PHOSPHATE|RASH PRURITIC,2024,67,1451,1378,449342,0
ACETAMINOPHEN\CODEINE PHOSPHATE|RASH PRURITIC,2025,3,980,2245,1555901,0
ACETAMINOPHEN\CODEINE PHOSPHATE|SKIN HYPERPIGMENTATION,2024,78,1440,1191,449529,0
ACETAMINOPHEN\CODEINE PHOSPHATE|SKIN HYPERPIGMENTATION,2025,0,983,62,1558084,0
ACETAMINOPHEN\CODEINE PHOSPHATE|THERAPEUTIC PRODUCT EFFECT INCOMPLETE,2024,120,1398,3537,447183,0
ACETAMINOPHEN\CODEINE PHOSPHATE|THERAPEUTIC PRODUCT EFFECT INCOMPLETE,2025,0,983,3447,1554699,0
ACETAMINOPHEN\CODEINE PHOSPHATE|WHEEZING,2024,99,1419,4517,446203,0
ACETAMINOPHEN\CODEINE PHOSPHATE|WHEEZING,2025,1,982,7066,1551080,0
ACETAMINOPHEN\HYDROCODONE|ASTHMA,2024,3,64,1824,450347,0
ACETAMINOPHEN\HYDROCODONE|ASTHMA,2025,1,467,8184,1550477,0
ACETAMINOPHEN\HYDROCODONE|DRUG INEFFECTIVE,2024,4,63,4830,447341,0
ACETAMINOPHEN\HYDROCODONE|DRUG INEFFECTIVE,2025,1,467,17866,1540795,0
ACETAMINOPHEN\HYDROCODONE|DYSPNOEA,2024,3,64,2667,449504,0
ACETAMINOPHEN\HYDROCODONE|DYSPNOEA,2025,6,462,12948,1545713,0
ACETAMINOPHEN\HYDROCODONE|INJECTION SITE REACTION,2024,3,64,305,451866,0
ACETAMINOPHEN\HYDROCODONE|INJECTION SITE REACTION,2025,0,468,1003,1557658,0
ACETAMINOPHEN\HYDROCODONE|SINUSITIS,2024,3,64,2365,449806,0
ACETAMINOPHEN\HYDROCODONE|SINUSITIS,2025,3,465,5856,1552805,0
ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE|PRODUCT USE IN UNAPPROVED INDICATION,2024,3,182,2282,449771,0
ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE|PRODUCT USE IN UNAPPROVED INDICATION,2025,5,884,9459,1548781,0
ACETAZOLAMIDE|DEVICE DEFECTIVE,2024,5,31,123,452079,0
ACETAZOLAMIDE|DEVICE DEFECTIVE,2025,0,75,120,1558934,0
ACETYLCYSTEINE|ALANINE AMINOTRANSFERASE INCREASED,2024,3,123,103,452009,0
ACETYLCYSTEINE|ALANINE AMINOTRANSFERASE INCREASED,2025,1,303,682,1558143,0
ACETYLCYSTEINE|ANAEMIA,2024,4,122,914,451198,0
ACETYLCYSTEINE|ANAEMIA,2025,0,304,3210,1555615,0
ACETYLCYSTEINE|ASPARTATE AMINOTRANSFERASE INCREASED,2024,3,123,30,452082,0
ACETYLCYSTEINE|ASPARTATE AMINOTRANSFERASE INCREASED,2025,1,303,855,1557970,0
ACETYLCYSTEINE|BLOOD CREATININE INCREASED,2024,7,119,294,451818,0
ACETYLCYSTEINE|BLOOD CREATININE INCREASED,2025,0,304,1849,1556976,0
ACETYLCYSTEINE|BLOOD UREA INCREASED,2024,7,119,183,451929,0
ACETYLCYSTEINE|BLOOD UREA INCREASED,2025,0,304,419,1558406,0
ACETYLCYSTEINE|ERYTHEMA MULTIFORME,2024,7,119,100,452012,0
ACETYLCYSTEINE|ERYTHEMA MULTIFORME,2025,0,304,94,1558731,0
ACETYLCYSTEINE|INTERSTITIAL LUNG DISEASE,2024,3,123,95,452017,0
ACETYLCYSTEINE|INTERSTITIAL LUNG DISEASE,2025,1,303,307,1558518,0
ACETYLCYSTEINE|LEUKOCYTOSIS,2024,7,119,171,451941,0
ACETYLCYSTEINE|LEUKOCYTOSIS,2025,0,304,210,1558615,0
ACETYLCYSTEINE|LYMPHOCYTE COUNT DECREASED,2024,3,123,123,451989,0
ACETYLCYSTEINE|LYMPHOCYTE COUNT DECREASED,2025,0,304,219,1558606,0
ACETYLCYSTEINE|NEUTROPHIL COUNT DECREASED,2024,3,123,153,451959,1
ACETYLCYSTEINE|NEUTROPHIL COUNT DECREASED,2025,5,299,1756,1557069,1
ACETYLCYSTEINE|OCULAR HYPERAEMIA,2024,7,119,147,451965,0
ACETYLCYSTEINE|OCULAR HYPERAEMIA,2025,0,304,360,1558465,0
ACETYLCYSTEINE|ORAL MUCOSAL ERUPTION,2024,7,119,100,452012,0
ACETYLCYSTEINE|ORAL MUCOSAL ERUPTION,2025,0,304,9,1558816,0
ACETYLCYSTEINE|PRURITUS,2024,10,116,4177,447935,0
ACETYLCYSTEINE|PRURITUS,2025,1,303,8614,1550211,0
ACETYLCYSTEINE|PYREXIA,2024,9,117,3168,448944,1
ACETYLCYSTEINE|PYREXIA,2025,16,288,9277,1549548,1
ACETYLCYSTEINE|RASH,2024,7,119,4183,447929,1
ACETYLCYSTEINE|RASH,2025,7,297,10274,1548551,1
ACETYLCYSTEINE|SKIN DISORDER,2024,7,119,147,451965,0
ACETYLCYSTEINE|SKIN DISORDER,2025,0,304,316,1558509,0
ACETYLCYSTEINE|STEVENS-JOHNSON SYNDROME,2024,7,119,241,451871,0
ACETYLCYSTEINE|STEVENS-JOHNSON SYNDROME,2025,0,304,255,1558570,0
ACETYLCYSTEINE|WHITE BLOOD CELL COUNT DECREASED,2024,3,123,234,451878,1
ACETYLCYSTEINE|WHITE BLOOD CELL COUNT DECREASED,2025,5,299,1898,1556927,1
ACITRETIN|BURNING SENSATION,2024,143,1369,1664,449062,0
ACITRETIN|BURNING SENSATION,2025,0,360,395,1558374,0
ACITRETIN|CHEST PAIN,2024,94,1418,2637,448089,0
ACITRETIN|CHEST PAIN,2025,0,360,5693,1553076,0
ACITRETIN|CUTANEOUS T-CELL LYMPHOMA REFRACTORY,2024,3,1509,7,450719,0
ACITRETIN|CUTANEOUS T-CELL LYMPHOMA REFRACTORY,2025,0,360,0,1558769,0
ACITRETIN|DERMATITIS ATOPIC,2024,3,1509,186,450540,0
ACITRETIN|DERMATITIS ATOPIC,2025,0,360,602,1558167,0
ACITRETIN|DRUG INEFFECTIVE,2024,125,1387,4709,446017,0
ACITRETIN|DRUG INEFFECTIVE,2025,7,353,17860,1540909,0
ACITRETIN|HYPERTENSION,2024,193,1319,4723,446003,0
ACITRETIN|HYPERTENSION,2025,1,359,8697,1550072,0
ACITRETIN|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2024,49,1463,1661,449065,0
ACITRETIN|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2025,0,360,4474,1554295,0
ACITRETIN|LYMPHOCYTOSIS,2024,3,1509,7,450719,0
ACITRETIN|LYMPHOCYTOSIS,2025,0,360,13,1558756,0
ACITRETIN|OFF LABEL USE,2024,54,1458,6513,444213,0
ACITRETIN|OFF LABEL USE,2025,7,353,27937,1530832,0
ACITRETIN|PRURITUS,2024,94,1418,4093,446633,0
ACITRETIN|PRURITUS,2025,4,356,8611,1550158,0
ACITRETIN|PRURITUS GENITAL,2024,99,1413,994,449732,0
ACITRETIN|PRURITUS GENITAL,2025,0,360,44,1558725,0
ACITRETIN|RASH,2024,94,1418,4096,446630,0
ACITRETIN|RASH,2025,4,356,10277,1548492,0
ACITRETIN|RASH PRURITIC,2024,121,1391,1324,449402,0
ACITRETIN|RASH PRURITIC,2025,0,360,2248,1556521,0
ACITRETIN|SKIN HYPERPIGMENTATION,2024,94,1418,1175,449551,0
ACITRETIN|SKIN HYPERPIGMENTATION,2025,0,360,62,1558707,0
ACITRETIN|THERAPEUTIC PRODUCT EFFECT INCOMPLETE,2024,193,1319,3464,447262,0
ACITRETIN|THERAPEUTIC PRODUCT EFFECT INCOMPLETE,2025,0,360,3447,1555322,0
ACITRETIN|THROMBOCYTOSIS,2024,3,1509,12,450714,0
ACITRETIN|THROMBOCYTOSIS,2025,0,360,41,1558728,0
ACITRETIN|WHEEZING,2024,143,1369,4473,446253,0
ACITRETIN|WHEEZING,2025,0,360,7067,1551702,0
ACTEMRA|BACK DISORDER,2024,11,13598,21,438608,1
ACTEMRA|BACK DISORDER,2025,33,32867,670,1525559,1
ACTEMRA|BURSITIS,2024,92,13517,1280,437349,0
ACTEMRA|BURSITIS,2025,200,32700,4642,1521587,0
ACTEMRA|CARDIAC FAILURE,2024,32,13577,241,438388,0
ACTEMRA|CARDIAC FAILURE,2025,1,32899,1000,1525229,0
ACTEMRA|COELIAC DISEASE,2024,69,13540,836,437793,0
ACTEMRA|COELIAC DISEASE,2025,14,32886,391,1525838,0
ACTEMRA|DECREASED IMMUNE RESPONSIVENESS,2024,32,13577,186,438443,0
ACTEMRA|DECREASED IMMUNE RESPONSIVENESS,2025,0,32900,90,1526139,0
ACTEMRA|DRUG HYPERSENSITIVITY,2024,95,13514,1457,437172,0
ACTEMRA|DRUG HYPERSENSITIVITY,2025,343,32557,8244,1517985,0
ACTEMRA|DRUG INTOLERANCE,2024,92,13517,1438,437191,0
ACTEMRA|DRUG INTOLERANCE,2025,217,32683,8840,1517389,0
ACTEMRA|ERYTHEMA,2024,32,13577,476,438153,0
ACTEMRA|ERYTHEMA,2025,61,32839,1816,1524413,0
ACTEMRA|FINGER DEFORMITY,2024,11,13598,168,438461,1
ACTEMRA|FINGER DEFORMITY,2025,64,32836,1143,1525086,1
ACTEMRA|FLUID RETENTION,2024,43,13566,157,438472,0
ACTEMRA|FLUID RETENTION,2025,6,32894,1113,1525116,0
ACTEMRA|FOOD ALLERGY,2024,39,13570,222,438407,1
ACTEMRA|FOOD ALLERGY,2025,27,32873,514,1525715,1
ACTEMRA|HEPATIC ENZYME INCREASED,2024,132,13477,2051,436578,0
ACTEMRA|HEPATIC ENZYME INCREASED,2025,218,32682,5697,1520532,0
ACTEMRA|HEPATITIS,2024,11,13598,173,438456,0
ACTEMRA|HEPATITIS,2025,23,32877,771,1525458,0
ACTEMRA|HYPERHIDROSIS,2024,39,13570,348,438281,0
ACTEMRA|HYPERHIDROSIS,2025,27,32873,1719,1524510,0
ACTEMRA|HYPONATRAEMIA,2024,32,13577,158,438471,0
ACTEMRA|HYPONATRAEMIA,2025,0,32900,910,1525319,0
ACTEMRA|IMMUNODEFICIENCY,2024,39,13570,188,438441,0
ACTEMRA|IMMUNODEFICIENCY,2025,27,32873,774,1525455,0
ACTEMRA|INTENTIONAL PRODUCT MISUSE,2024,39,13570,208,438421,0
ACTEMRA|INTENTIONAL PRODUCT MISUSE,2025,47,32853,2507,1523722,0
ACTEMRA|LEUKOPENIA,2024,32,13577,239,438390,0
ACTEMRA|LEUKOPENIA,2025,6,32894,843,1525386,0
ACTEMRA|MATERNAL EXPOSURE TIMING UNSPECIFIED,2024,11,13598,95,438534,1
ACTEMRA|MATERNAL EXPOSURE TIMING UNSPECIFIED,2025,65,32835,911,1525318,1
ACTEMRA|MYOSITIS,2024,11,13598,12,438617,1
ACTEMRA|MYOSITIS,2025,59,32841,1186,1525043,1
ACTEMRA|ONYCHOMYCOSIS,2024,11,13598,175,438454,1
ACTEMRA|ONYCHOMYCOSIS,2025,74,32826,1287,1524942,1
ACTEMRA|RASH ERYTHEMATOUS,2024,43,13566,310,438319,0
ACTEMRA|RASH ERYTHEMATOUS,2025,0,32900,431,1525798,0
ACTEMRA|RETCHING,2024,33,13576,110,438519,0
ACTEMRA|RETCHING,2025,0,32900,348,1525881,0
ACTEMRA|RHEUMATOID ARTHRITIS,2024,136,13473,2170,436459,1
ACTEMRA|RHEUMATOID ARTHRITIS,2025,307,32593,6817,1519412,1
ACTEMRA|TEMPERATURE REGULATION DISORDER,2024,32,13577,20,438609,1
ACTEMRA|TEMPERATURE REGULATION DISORDER,2025,5,32895,81,1526148,1
ACTEMRA|THROMBOCYTOPENIA,2024,43,13566,677,437952,0
ACTEMRA|THROMBOCYTOPENIA,2025,10,32890,1986,1524243,0
ACTEMRA|TREATMENT FAILURE,2024,100,13509,1517,437112,1
ACTEMRA|TREATMENT FAILURE,2025,279,32621,5706,1520523,1
ACYCLOVIR|ALANINE AMINOTRANSFERASE INCREASED,2024,4,258,102,451874,0
ACYCLOVIR|ALANINE AMINOTRANSFERASE INCREASED,2025,1,1500,682,1556946,0
ACYCLOVIR|BLOOD POTASSIUM DECREASED,2024,3,259,122,451854,1
ACYCLOVIR|BLOOD POTASSIUM DECREASED,2025,5,1496,404,1557224,1
ACYCLOVIR|CELLULITIS STAPHYLOCOCCAL,2024,3,259,66,451910,0
ACYCLOVIR|CELLULITIS STAPHYLOCOCCAL,2025,0,1501,0,1557628,0
ACYCLOVIR|COUGH,2024,3,259,1534,450442,1
ACYCLOVIR|COUGH,2025,17,1484,5651,1551977,1
ACYCLOVIR|CYTOKINE RELEASE SYNDROME,2024,3,259,63,451913,1
ACYCLOVIR|CYTOKINE RELEASE SYNDROME,2025,4,1497,566,1557062,1
ACYCLOVIR|FATIGUE,2024,6,256,4299,447677,0
ACYCLOVIR|FATIGUE,2025,27,1474,15604,1542024,0
ACYCLOVIR|FEELING HOT,2024,3,259,369,451607,0
ACYCLOVIR|FEELING HOT,2025,1,1500,2698,1554930,0
ACYCLOVIR|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2024,3,259,1707,450269,0
ACYCLOVIR|INAPPROPRIATE SCHEDULE OF PRODUCT ADMINISTRATION,2025,7,1494,4467,1553161,0
ACYCLOVIR|PLATELET COUNT DECREASED,2024,3,259,534,451442,1
ACYCLOVIR|PLATELET COUNT DECREASED,2025,12,1489,1209,1556419,1
ACYCLOVIR|PRODUCT DOSE OMISSION ISSUE,2024,3,259,1201,450775,1
ACYCLOVIR|PRODUCT DOSE OMISSION ISSUE,2025,13,1488,5013,1552615,1
ACYCLOVIR|URINARY TRACT INFECTION,2024,3,259,838,451138,1
ACYCLOVIR|URINARY TRACT INFECTION,2025,6,1495,2437,1555191,1
ADALIMUMAB|ADJUSTMENT DISORDER WITH DEPRESSED MOOD,2024,31,4368,1232,446607,1
ADALIMUMAB|ADJUSTMENT DISORDER WITH DEPRESSED MOOD,2025,26,8983,2236,1547884,1
ADALIMUMAB|ADVERSE DRUG REACTION,2024,17,4382,586,447253,0
ADALIMUMAB|ADVERSE DRUG REACTION,2025,10,8999,1072,1549048,0
ADALIMUMAB|AMNESIA,2024,32,4367,1426,446413,0
ADALIMUMAB|AMNESIA,2025,24,8985,2600,1547520,0
ADALIMUMAB|ARTHRITIS,2024,25,4374,1179,446660,0
ADALIMUMAB|ARTHRITIS,2025,25,8984,2197,1547923,0
ADALIMUMAB|AUTOIMMUNE DISORDER,2024,24,4375,960,446879,0
ADALIMUMAB|AUTOIMMUNE DISORDER,2025,46,8963,4328,1545792,0
ADALIMUMAB|BONE EROSION,2024,31,4368,1037,446802,1
ADALIMUMAB|BONE EROSION,2025,38,8971,2272,1547848,1
ADALIMUMAB|BREAST CANCER STAGE II,2024,15,4384,741,447098,0
ADALIMUMAB|BREAST CANCER STAGE II,2025,10,8999,1140,1548980,0
ADALIMUMAB|CROHN^S DISEASE,2024,33,4366,1461,446378,1
ADALIMUMAB|CROHN^S DISEASE,2025,44,8965,2487,1547633,1
ADALIMUMAB|DEEP VEIN THROMBOSIS POSTOPERATIVE,2024,24,4375,956,446883,0
ADALIMUMAB|DEEP VEIN THROMBOSIS POSTOPERATIVE,2025,35,8974,3929,1546191,0
ADALIMUMAB|DISCOMFORT,2024,31,4368,1515,446324,0
ADALIMUMAB|DISCOMFORT,2025,44,8965,4880,1545240,0
ADALIMUMAB|DRUG INTOLERANCE,2024,31,4368,1499,446340,0
ADALIMUMAB|DRUG INTOLERANCE,2025,52,8957,9005,1541115,0
ADALIMUMAB|EXOSTOSIS,2024,31,4368,1134,446705,1
ADALIMUMAB|EXOSTOSIS,2025,34,8975,2774,1547346,1
ADALIMUMAB|EXPOSURE DURING PREGNANCY,2024,31,4368,1405,446434,0
ADALIMUMAB|EXPOSURE DURING PREGNANCY,2025,33,8976,3892,1546228,0
ADALIMUMAB|EYE INJURY,2024,16,4383,290,447549,0
ADALIMUMAB|EYE INJURY,2025,2,9007,57,1550063,0
ADALIMUMAB|FOOT DEFORMITY,2024,15,4384,749,447090,1
ADALIMUMAB|FOOT DEFORMITY,2025,17,8992,1131,1548989,1
ADALIMUMAB|GAIT DISTURBANCE,2024,35,4364,1602,446237,0
ADALIMUMAB|GAIT DISTURBANCE,2025,28,8981,4114,1546006,0
ADALIMUMAB|GRIP STRENGTH DECREASED,2024,32,4367,1317,446522,0
ADALIMUMAB|GRIP STRENGTH DECREASED,2025,36,8973,3362,1546758,0
ADALIMUMAB|HEPATIC CIRRHOSIS,2024,23,4376,373,447466,1
ADALIMUMAB|HEPATIC CIRRHOSIS,2025,45,8964,1792,1548328,1
ADALIMUMAB|HYPERCHOLESTEROLAEMIA,2024,31,4368,1233,446606,1
ADALIMUMAB|HYPERCHOLESTEROLAEMIA,2025,61,8948,4625,1545495,1
ADALIMUMAB|INCORRECT ROUTE OF PRODUCT ADMINISTRATION,2024,25,4374,1087,446752,0
ADALIMUMAB|INCORRECT ROUTE OF PRODUCT ADMINISTRATION,2025,13,8996,2017,1548103,0
ADALIMUMAB|JOINT STIFFNESS,2024,31,4368,1047,446792,1
ADALIMUMAB|JOINT STIFFNESS,2025,50,8959,3227,1546893,1
ADALIMUMAB|LARYNGITIS,2024,32,4367,1108,446731,1
ADALIMUMAB|LARYNGITIS,2025,39,8970,2362,1547758,1
ADALIMUMAB|LIVE BIRTH,2024,15,4384,753,447086,1
ADALIMUMAB|LIVE BIRTH,2025,48,8961,3458,1546662,1
ADALIMUMAB|LOWER LIMB FRACTURE,2024,31,4368,1058,446781,1
ADALIMUMAB|LOWER LIMB FRACTURE,2025,68,8941,4158,1545962,1
ADALIMUMAB|LUPUS VULGARIS,2024,31,4368,1031,446808,1
ADALIMUMAB|LUPUS VULGARIS,2025,71,8938,2990,1547130,1
ADALIMUMAB|LUPUS-LIKE SYNDROME,2024,31,4368,1032,446807,1
ADALIMUMAB|LUPUS-LIKE SYNDROME,2025,34,8975,2158,1547962,1
ADALIMUMAB|MATERNAL EXPOSURE TIMING UNSPECIFIED,2024,7,4392,99,447740,1
ADALIMUMAB|MATERNAL EXPOSURE TIMING UNSPECIFIED,2025,18,8991,958,1549162,1
ADALIMUMAB|MEDICATION ERROR,2024,32,4367,1316,446523,0
ADALIMUMAB|MEDICATION ERROR,2025,14,8995,1931,1548189,0
ADALIMUMAB|MUSCULAR WEAKNESS,2024,32,4367,1522,446317,0
ADALIMUMAB|MUSCULAR WEAKNESS,2025,24,8985,4084,1546036,0
ADALIMUMAB|PEMPHIGUS,2024,34,4365,1571,446268,0
ADALIMUMAB|PEMPHIGUS,2025,54,8955,5799,1544321,0
ADALIMUMAB|PRESCRIBED OVERDOSE,2024,32,4367,1608,446231,1
ADALIMUMAB|PRESCRIBED OVERDOSE,2025,71,8938,5947,1544173,1
ADALIMUMAB|PRESCRIBED UNDERDOSE,2024,25,4374,1118,446721,1
ADALIMUMAB|PRESCRIBED UNDERDOSE,2025,64,8945,4160,1545960,1
ADALIMUMAB|PSORIASIS,2024,31,4368,1284,446555,0
ADALIMUMAB|PSORIASIS,2025,11,8998,2764,1547356,0
ADALIMUMAB|PULMONARY FIBROSIS,2024,28,4371,1329,446510,0
ADALIMUMAB|PULMONARY FIBROSIS,2025,25,8984,3839,1546281,0
ADALIMUMAB|RED BLOOD CELL SEDIMENTATION RATE INCREASED,2024,32,4367,1131,446708,1
ADALIMUMAB|RED BLOOD CELL SEDIMENTATION RATE INCREASED,2025,40,8969,2749,1547371,1
ADALIMUMAB|RETINITIS,2024,15,4384,753,447086,1
ADALIMUMAB|RETINITIS,2025,38,8971,2398,1547722,1
ADALIMUMAB|THERAPY NON-RESPONDER,2024,31,4368,1339,446500,1
ADALIMUMAB|THERAPY NON-RESPONDER,2025,82,8927,5164,1544956,1
ADALIMUMAB|ULCER HAEMORRHAGE,2024,10,4389,212,447627,1
ADALIMUMAB|ULCER HAEMORRHAGE,2025,57,8952,2151,1547969,1
ADALIMUMAB|VISUAL IMPAIRMENT,2024,8,4391,260,447579,0
ADALIMUMAB|VISUAL IMPAIRMENT,2025,30,8979,2739,1547381,0
ADALIMUMAB|X-RAY ABNORMAL,2024,24,4375,1157,446682,0
ADALIMUMAB|X-RAY ABNORMAL,2025,4,9005,575,1549545,0
ADALIMUMAB-AATY|COUGH,2024,3,30,1534,450671,0
ADALIMUMAB-AATY|COUGH,2025,0,32,5668,1553429,0
ADALIMUMAB-AATY|COVID-19,2024,3,30,1055,451150,0
ADALIMUMAB-AATY|COVID-19,2025,0,32,1848,1557249,0
ADALIMUMAB-AATY|DEVICE MALFUNCTION,2024,3,30,65,452140,0
ADALIMUMAB-AATY|DEVICE MALFUNCTION,2025,0,32,456,1558641,0
ADALIMUMAB-AATY|DYSPNOEA,2024,3,30,2667,449538,0
ADALIMUMAB-AATY|DYSPNOEA,2025,0,32,12954,1546143,0
ADALIMUMAB-AATY|HEADACHE,2024,3,30,3550,448655,0
ADALIMUMAB-AATY|HEADACHE,2025,0,32,13555,1545542,0
ADALIMUMAB-AATY|IMMUNODEFICIENCY,2024,3,30,224,451981,0
ADALIMUMAB-AATY|IMMUNODEFICIENCY,2025,0,32,801,1558296,0
ADALIMUMAB-AATY|INFLUENZA,2024,3,30,553,451652,0
ADALIMUMAB-AATY|INFLUENZA,2025,0,32,1988,1557109,0
ADALIMUMAB-AATY|NASOPHARYNGITIS,2024,3,30,2343,449862,0
ADALIMUMAB-AATY|NASOPHARYNGITIS,2025,0,32,8243,1550854,0
ADALIMUMAB-AATY|NEEDLE ISSUE,2024,3,30,60,452145,0
ADALIMUMAB-AATY|NEEDLE ISSUE,2025,0,32,306,1558791,0
ADALIMUMAB-AATY|PAIN,2024,3,30,3703,448502,0
ADALIMUMAB-AATY|PAIN,2025,0,32,13934,1545163,0
ADALIMUMAB-AATY|PRODUCT DOSE OMISSION ISSUE,2024,3,30,1201,451004,0
ADALIMUMAB-AATY|PRODUCT DOSE OMISSION ISSUE,2025,0,32,5026,1554071,0
ADCETRIS|OFF LABEL USE,2024,3,25,6564,445646,1
ADCETRIS|OFF LABEL USE,2025,3,46,27941,1531139,1
ADCIRCA|HEADACHE,2024,4,71,3549,448614,0
ADCIRCA|HEADACHE,2025,2,100,13553,1545474,0
ADCIRCA|INTESTINAL HAEMORRHAGE,2024,4,71,44,452119,0
ADCIRCA|INTESTINAL HAEMORRHAGE,2025,0,102,47,1558980,0
ADCIRCA|NAUSEA,2024,3,72,3684,448479,0
ADCIRCA|NAUSEA,2025,1,101,15022,1544005,0
ADDERALL|NAUSEA,2024,3,74,3684,448477,0
ADDERALL|NAUSEA,2025,11,594,15012,1543512,0
ADO-TRASTUZUMAB EMTANSINE|METASTASES TO CENTRAL NERVOUS SYSTEM,2024,4,22,247,451965,1
ADO-TRASTUZUMAB EMTANSINE|METASTASES TO CENTRAL NERVOUS SYSTEM,2025,4,111,871,1558143,1
ADO-TRASTUZUMAB EMTANSINE|METASTASES TO LUNG,2024,4,22,39,452173,0
ADO-TRASTUZUMAB EMTANSINE|METASTASES TO LUNG,2025,0,115,208,1558806,0
ADO-TRASTUZUMAB EMTANSINE|NEOPLASM PROGRESSION,2024,4,22,19,452193,0
ADO-TRASTUZUMAB EMTANSINE|NEOPLASM PROGRESSION,2025,0,115,118,1558896,0
ADO-TRASTUZUMAB EMTANSINE|OFF LABEL USE,2024,5,21,6562,445650,0
ADO-TRASTUZUMAB EMTANSINE|OFF LABEL USE,2025,4,111,27940,1531074,0
ADVAIR HFA|ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE,2024,3,395,97,451743,0
ADVAIR HFA|ANTINEUTROPHIL CYTOPLASMIC ANTIBODY POSITIVE,2025,2,1515,521,1557091,0
ADVAIR HFA|ARTERIOSCLEROSIS,2024,3,395,98,451742,0
ADVAIR HFA|ARTERIOSCLEROSIS,2025,2,1515,540,1557072,0
ADVAIR HFA|ARTERIOSCLEROSIS CORONARY ARTERY,2024,3,395,148,451692,0
ADVAIR HFA|ARTERIOSCLEROSIS CORONARY ARTERY,2025,2,1515,593,1557019,0
ADVAIR HFA|ASTHMA,2024,21,377,1806,450034,1
ADVAIR HFA|ASTHMA,2025,33,1484,8152,1549460,1
ADVAIR HFA|CONJUNCTIVITIS ALLERGIC,2024,3,395,96,451744,0
ADVAIR HFA|CONJUNCTIVITIS ALLERGIC,2025,2,1515,521,1557091,0
ADVAIR HFA|DUST ALLERGY,2024,3,395,98,451742,0
ADVAIR HFA|DUST ALLERGY,2025,2,1515,562,1557050,0
ADVAIR HFA|DYSPNOEA,2024,6,392,2664,449176,1
ADVAIR HFA|DYSPNOEA,2025,28,1489,12926,1544686,1
ADVAIR HFA|EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,2024,3,395,135,451705,1
ADVAIR HFA|EOSINOPHILIC GRANULOMATOSIS WITH POLYANGIITIS,2025,11,1506,794,1556818,1
ADVAIR HFA|EXPOSURE DURING PREGNANCY,2024,18,380,1418,450422,1
ADVAIR HFA|EXPOSURE DURING PREGNANCY,2025,30,1487,3895,1553717,1
ADVAIR HFA|FOOD ALLERGY,2024,4,394,257,451583,1
ADVAIR HFA|FOOD ALLERGY,2025,24,1493,517,1557095,1
ADVAIR HFA|FORCED EXPIRATORY VOLUME DECREASED,2024,3,395,128,451712,0
ADVAIR HFA|FORCED EXPIRATORY VOLUME DECREASED,2025,2,1515,563,1557049,0
ADVAIR HFA|FULL BLOOD COUNT ABNORMAL,2024,3,395,130,451710,1
ADVAIR HFA|FULL BLOOD COUNT ABNORMAL,2025,6,1511,1340,1556272,1
ADVAIR HFA|HAEMOPTYSIS,2024,3,395,138,451702,0
ADVAIR HFA|HAEMOPTYSIS,2025,2,1515,1057,1556555,0
ADVAIR HFA|HOSPITALISATION,2024,3,395,349,451491,0
